,candle_end_time,high,low,line_no
2513,2014-04-18,54.91,53.9,3402
2514,2014-04-21,55.75,54.18,3403
2515,2014-04-22,55.53,54.07,3404
2516,2014-04-25,56.31,55.14,3407
2517,2014-04-29,54.97,54.02,3409
2518,2014-04-30,56.09,54.63,3410
2519,2014-05-05,54.8,53.62,3411
2520,2014-05-06,54.86,54.13,3412
2521,2014-05-08,54.58,53.96,3414
2522,2014-05-09,54.97,54.24,3415
2523,2014-05-13,55.75,55.02,3417
2524,2014-05-14,55.53,54.74,3418
2525,2014-05-15,55.02,54.35,3419
2526,2014-05-16,54.86,54.3,3420
2527,2014-05-21,53.74,52.67,3423
2528,2014-05-23,54.46,53.68,3425
2529,2014-05-26,54.74,54.24,3426
2530,2014-05-27,54.52,53.85,3427
2531,2014-05-29,54.41,53.74,3429
2532,2014-06-03,53.9,53.34,3431
2533,2014-06-04,53.51,52.62,3432
2534,2014-06-06,53.9,52.9,3434
2535,2014-06-11,54.13,53.46,3437
2536,2014-06-12,53.68,53.29,3438
2537,2014-06-13,54.74,53.4,3439
2538,2014-06-18,55.25,54.35,3442
2539,2014-06-20,54.35,53.74,3444
2540,2014-06-24,54.69,54.13,3446
2541,2014-06-26,54.31,53.89,3448
2542,2014-06-27,54.19,53.83,3449
2543,2014-06-30,54.55,53.95,3450
2544,2014-07-04,54.67,54.37,3454
2545,2014-07-07,54.55,54.25,3455
2546,2014-07-08,54.43,54.13,3456
2547,2014-07-09,54.37,53.53,3457
2548,2014-07-10,53.77,53.47,3458
2549,2014-07-14,54.13,53.53,3460
2550,2014-07-15,54.19,53.95,3461
2551,2014-07-16,54.37,54.07,3462
2552,2014-07-22,54.19,53.83,3466
2553,2014-07-23,54.91,54.31,3467
2554,2014-07-24,56.36,54.61,3468
2555,2014-07-25,56.72,55.87,3469
2556,2014-07-28,59.06,56.72,3470
2557,2014-07-30,59.6,58.4,3472
2558,2014-07-31,58.94,58.04,3473
2559,2014-08-01,59.84,58.52,3474
2560,2014-08-04,59.72,58.46,3475
2561,2014-08-05,59.78,58.88,3476
2562,2014-08-06,59.06,58.04,3477
2563,2014-08-07,58.76,57.38,3478
2564,2014-08-08,57.68,57.08,3479
2565,2014-08-12,58.46,57.68,3481
2566,2014-08-14,58.16,57.26,3483
2567,2014-08-15,58.28,57.56,3484
2568,2014-08-18,58.94,58.1,3485
2569,2014-08-19,58.76,57.92,3486
2570,2014-08-20,58.34,57.86,3487
2571,2014-08-22,57.56,56.66,3489
2572,2014-08-25,57.26,56.6,3490
2573,2014-08-27,57.08,56.54,3492
2574,2014-08-29,56.78,56.23,3494
2575,2014-09-01,57.2,56.72,3495
2576,2014-09-02,57.86,56.84,3496
2577,2014-09-04,58.52,57.86,3498
2578,2014-09-09,59.0,58.22,3500
2579,2014-09-11,58.04,57.5,3502
2580,2014-09-15,57.74,57.14,3504
2581,2014-09-16,58.64,57.62,3505
2582,2014-09-18,58.04,57.26,3507
2583,2014-09-19,59.54,58.28,3508
2584,2014-09-22,59.06,57.74,3509
2585,2014-09-24,58.22,57.62,3511
2586,2014-09-25,59.06,58.16,3512
2587,2014-09-26,58.52,57.92,3513
2588,2014-09-29,58.94,58.4,3514
2589,2014-09-30,58.88,58.28,3515
2590,2014-10-08,59.18,58.46,3516
2591,2014-10-09,59.72,58.94,3517
2592,2014-10-10,59.54,58.7,3518
2593,2014-10-15,59.0,57.92,3521
2594,2014-10-20,60.32,59.0,3524
2595,2014-10-21,59.54,58.64,3525
2596,2014-10-23,59.36,58.4,3527
2597,2014-10-24,58.82,58.04,3528
2598,2014-10-28,57.74,56.48,3530
2599,2014-10-29,58.58,57.5,3531
2600,2014-10-30,59.18,57.98,3532
2601,2014-11-03,62.36,60.68,3534
2602,2014-11-04,61.28,60.2,3535
2603,2014-11-05,60.74,59.84,3536
2604,2014-11-06,60.32,59.78,3537
2605,2014-11-07,62.42,59.96,3538
2606,2014-11-10,64.95,62.6,3539
2607,2014-11-12,67.65,64.53,3541
2608,2014-11-13,68.37,65.25,3542
2609,2014-11-17,65.97,64.47,3544
2610,2014-11-18,64.89,62.66,3545
2611,2014-11-20,63.32,62.3,3547
2612,2014-11-24,66.03,62.84,3549
2613,2014-11-25,66.63,64.59,3550
2614,2014-11-26,68.67,66.69,3551
2615,2014-11-27,70.41,67.77,3552
2616,2014-11-28,74.98,68.97,3553
2617,2014-12-02,78.58,72.82,3555
2618,2014-12-03,79.85,74.02,3556
2619,2014-12-04,79.91,74.32,3557
2620,2014-12-05,84.11,77.5,3558
2621,2014-12-09,85.07,79.31,3560
2622,2014-12-10,79.61,73.36,3561
2623,2014-12-11,81.41,77.2,3562
2624,2014-12-12,80.39,76.78,3563
2625,2014-12-15,77.02,74.86,3564
2626,2014-12-16,79.91,76.0,3565
2627,2014-12-18,86.46,82.37,3567
2628,2014-12-19,85.31,81.89,3568
2629,2014-12-22,91.32,84.95,3569
2630,2014-12-23,90.0,84.59,3570
2631,2014-12-24,85.31,79.97,3571
2632,2014-12-25,85.73,81.29,3572
2633,2014-12-26,89.16,85.25,3573
2634,2014-12-31,95.41,90.78,3576
2635,2015-01-05,97.63,93.48,3577
2636,2015-01-06,100.21,95.05,3578
2637,2015-01-07,97.15,93.3,3579
2638,2015-01-09,95.41,90.78,3581
2639,2015-01-13,92.58,89.82,3583
2640,2015-01-14,94.87,91.98,3584
2641,2015-01-15,97.03,92.46,3585
2642,2015-01-16,100.63,97.09,3586
2643,2015-01-19,94.51,89.04,3587
2644,2015-01-20,91.14,87.6,3588
2645,2015-01-22,95.35,92.22,3590
2646,2015-01-23,96.37,93.36,3591
2647,2015-01-26,93.66,90.9,3592
2648,2015-01-27,92.76,88.62,3593
2649,2015-01-28,90.78,88.08,3594
2650,2015-01-29,88.2,86.03,3595
2651,2015-01-30,88.26,86.27,3596
2652,2015-02-02,85.67,84.05,3597
2653,2015-02-03,86.88,84.23,3598
2654,2015-02-04,87.66,84.83,3599
2655,2015-02-05,88.92,85.13,3600
2656,2015-02-06,86.03,83.81,3601
2657,2015-02-09,85.73,83.21,3602
2658,2015-02-10,87.0,84.59,3603
2659,2015-02-11,87.36,85.97,3604
2660,2015-02-12,86.7,84.77,3605
2661,2015-02-13,88.14,86.21,3606
2662,2015-02-16,86.88,85.67,3607
2663,2015-02-17,87.6,86.58,3608
2664,2015-02-26,87.12,84.77,3610
2665,2015-02-27,88.92,87.0,3611
2666,2015-03-02,87.6,86.27,3612
2667,2015-03-03,86.76,83.99,3613
2668,2015-03-04,84.53,83.21,3614
2669,2015-03-06,82.79,81.17,3616
2670,2015-03-11,88.32,85.13,3619
2671,2015-03-12,93.48,87.6,3620
2672,2015-03-17,94.93,92.28,3623
2673,2015-03-18,95.41,92.7,3624
2674,2015-03-23,96.67,94.75,3627
2675,2015-03-24,96.13,93.72,3628
2676,2015-03-25,94.45,91.02,3629
2677,2015-03-27,93.42,90.36,3631
2678,2015-03-30,97.33,92.76,3632
2679,2015-04-03,99.61,95.71,3636
2680,2015-04-08,102.38,98.83,3638
2681,2015-04-10,105.56,100.93,3640
2682,2015-04-13,111.03,105.86,3641
2683,2015-04-14,108.38,105.5,3642
2684,2015-04-15,110.85,106.4,3643
2685,2015-04-16,112.17,107.24,3644
2686,2015-04-17,114.45,110.97,3645
2687,2015-04-21,109.29,105.74,3647
2688,2015-04-22,111.45,108.62,3648
2689,2015-04-23,111.99,108.8,3649
2690,2015-04-24,108.32,104.9,3650
2691,2015-04-27,109.65,106.46,3651
2692,2015-04-29,114.15,108.5,3653
2693,2015-04-30,110.91,108.44,3654
2694,2015-05-04,108.14,105.74,3655
2695,2015-05-11,103.82,100.87,3660
2696,2015-05-12,104.54,102.38,3661
2697,2015-05-14,103.64,101.54,3663
2698,2015-05-15,102.56,99.67,3664
2699,2015-05-18,100.69,98.17,3665
2700,2015-05-19,102.68,98.23,3666
2701,2015-05-21,105.08,102.74,3668
2702,2015-05-22,106.88,104.18,3669
2703,2015-05-25,109.23,107.18,3670
2704,2015-05-26,110.85,107.6,3671
2705,2015-05-27,112.05,108.44,3672
2706,2015-05-28,108.99,102.2,3673
2707,2015-05-29,104.24,100.39,3674
2708,2015-06-03,108.62,105.38,3677
2709,2015-06-04,112.95,105.62,3678
2710,2015-06-05,115.17,108.26,3679
2711,2015-06-17,114.03,107.84,3680
2712,2015-06-18,109.65,105.98,3681
2713,2015-06-23,107.46,101.17,3683
2714,2015-06-24,108.78,104.25,3684
2715,2015-06-25,111.55,104.69,3685
2716,2015-06-26,107.4,96.39,3686
2717,2015-06-29,103.94,93.12,3687
2718,2015-07-01,106.77,101.86,3689
2719,2015-07-02,105.83,99.41,3690
2720,2015-07-03,104.63,94.95,3691
2721,2015-07-07,112.05,104.57,3693
2722,2015-07-08,110.04,99.41,3694
2723,2015-07-09,109.41,96.71,3695
2724,2015-07-13,114.13,105.7,3697
2725,2015-07-14,106.77,102.87,3698
2726,2015-07-16,107.71,105.07,3700
2727,2015-07-17,108.09,106.14,3701
2728,2015-07-20,107.08,104.69,3702
2729,2015-07-21,105.13,102.49,3703
2730,2015-07-22,103.0,101.55,3704
2731,2015-07-23,103.81,101.74,3705
2732,2015-07-24,103.69,101.42,3706
2733,2015-07-27,101.24,93.31,3707
2734,2015-07-29,96.21,91.93,3709
2735,2015-07-30,96.58,93.56,3710
2736,2015-07-31,95.33,92.12,3711
2737,2015-08-03,98.09,93.44,3712
2738,2015-08-04,98.53,96.71,3713
2739,2015-08-05,98.34,96.02,3714
2740,2015-08-06,97.9,95.2,3715
2741,2015-08-11,99.73,97.53,3718
2742,2015-08-12,98.09,96.71,3719
2743,2015-08-14,97.71,96.14,3721
2744,2015-08-18,96.9,93.25,3723
2745,2015-08-20,94.26,91.18,3725
2746,2015-08-21,92.68,89.29,3726
2747,2015-08-24,87.72,80.49,3727
2748,2015-08-25,82.25,74.89,3728
2749,2015-08-26,83.94,77.97,3729
2750,2015-08-27,88.6,81.62,3730
2751,2015-08-28,90.04,87.09,3731
2752,2015-08-31,94.19,87.78,3732
2753,2015-09-01,96.46,90.61,3733
2754,2015-09-02,96.65,92.56,3734
2755,2015-09-07,94.38,89.04,3735
2756,2015-09-08,95.33,89.41,3736
2757,2015-09-10,96.02,94.07,3738
2758,2015-09-14,100.29,96.21,3740
2759,2015-09-17,97.21,94.51,3743
2760,2015-09-18,96.14,94.45,3744
2761,2015-09-21,94.82,93.31,3745
2762,2015-09-22,95.77,94.13,3746
2763,2015-09-23,94.32,92.31,3747
2764,2015-09-24,96.21,93.5,3748
2765,2015-09-25,98.22,95.26,3749
2766,2015-09-28,100.36,96.96,3750
2767,2015-09-29,100.54,98.53,3751
2768,2015-10-08,105.64,99.98,3753
2769,2015-10-14,101.17,98.91,3757
2770,2015-10-27,104.19,101.55,3759
2771,2015-10-28,104.0,101.17,3760
2772,2015-10-29,104.57,102.05,3761
2773,2015-10-30,104.88,103.0,3762
2774,2015-11-02,103.88,101.99,3763
2775,2015-11-03,105.45,102.93,3764
2776,2015-11-04,106.39,103.31,3765
2777,2015-11-05,113.62,105.32,3766
2778,2015-11-06,114.32,110.1,3767
2779,2015-11-09,120.67,112.43,3768
2780,2015-11-10,117.52,112.05,3769
2781,2015-11-11,116.26,110.04,3770
2782,2015-11-16,110.54,107.84,3773
2783,2015-11-17,111.99,109.54,3774
2784,2015-11-18,111.17,108.4,3775
2785,2015-11-19,113.12,108.78,3776
2786,2015-11-20,117.14,111.8,3777
2787,2015-11-25,123.75,116.89,3780
2788,2015-11-26,123.87,120.73,3781
2789,2015-11-27,122.11,115.7,3782
2790,2015-11-30,118.28,110.67,3783
2791,2015-12-01,119.47,113.69,3784
2792,2015-12-03,125.76,120.85,3786
2793,2015-12-04,121.17,117.52,3787
2794,2015-12-07,122.62,117.65,3788
2795,2015-12-10,126.51,120.16,3791
2796,2015-12-11,120.85,115.89,3792
2797,2015-12-14,117.14,113.37,3793
2798,2015-12-15,118.34,114.25,3794
2799,2015-12-16,116.01,113.87,3795
2800,2015-12-17,117.02,114.44,3796
2801,2015-12-22,124.5,118.03,3799
2802,2015-12-23,120.29,117.02,3800
2803,2015-12-24,120.35,117.4,3801
2804,2015-12-25,122.49,119.03,3802
2805,2015-12-28,122.18,117.08,3803
2806,2015-12-29,118.97,115.64,3804
2807,2015-12-30,118.09,115.13,3805
2808,2015-12-31,116.45,114.82,3806
2809,2016-01-04,114.94,110.35,3807
2810,2016-01-05,113.56,109.41,3808
2811,2016-01-06,114.06,111.23,3809
2812,2016-01-07,112.55,109.41,3810
2813,2016-01-11,109.72,106.33,3812
2814,2016-01-12,110.17,107.4,3813
2815,2016-01-14,113.12,109.1,3815
2816,2016-01-15,114.13,110.17,3816
2817,2016-01-19,112.43,108.91,3818
2818,2016-01-20,111.3,107.4,3819
2819,2016-01-21,109.79,103.75,3820
2820,2016-01-22,107.59,103.69,3821
2821,2016-01-25,107.96,105.13,3822
2822,2016-01-27,106.77,103.12,3824
2823,2016-01-28,105.76,99.85,3825
2824,2016-02-02,107.21,103.5,3828
2825,2016-02-03,104.76,103.44,3829
2826,2016-02-04,108.91,104.57,3830
2827,2016-02-05,115.64,107.84,3831
2828,2016-02-15,116.2,111.93,3832
2829,2016-03-15,108.09,104.44,3835
2830,2016-03-16,113.62,106.33,3836
2831,2016-03-18,114.38,110.98,3838
2832,2016-03-21,114.76,111.8,3839
2833,2016-03-23,117.14,113.56,3841
2834,2016-03-29,111.05,109.22,3845
2835,2016-03-30,112.87,110.98,3846
2836,2016-04-01,114.76,111.42,3848
2837,2016-04-06,115.01,112.37,3850
2838,2016-04-07,113.18,110.86,3851
2839,2016-04-08,111.67,110.23,3852
2840,2016-04-11,112.05,110.35,3853
2841,2016-04-12,111.3,110.23,3854
2842,2016-04-13,113.12,111.23,3855
2843,2016-04-14,113.25,111.61,3856
2844,2016-04-15,113.56,111.93,3857
2845,2016-04-20,113.06,108.84,3860
2846,2016-04-21,115.38,111.61,3861
2847,2016-04-22,115.45,112.81,3862
2848,2016-04-25,114.19,112.05,3863
2849,2016-04-27,112.99,111.61,3865
2850,2016-04-28,113.81,112.11,3866
2851,2016-04-29,112.81,111.61,3867
2852,2016-05-04,114.69,113.31,3869
2853,2016-05-05,113.94,113.06,3870
2854,2016-05-06,113.81,111.36,3871
2855,2016-05-09,111.93,109.41,3872
2856,2016-05-10,110.42,109.28,3873
2857,2016-05-11,110.48,109.41,3874
2858,2016-05-16,109.1,108.15,3877
2859,2016-05-18,109.03,107.02,3879
2860,2016-05-20,110.04,108.97,3881
2861,2016-05-23,111.17,109.66,3882
2862,2016-05-24,110.67,109.6,3883
2863,2016-05-25,111.49,110.67,3884
2864,2016-05-26,112.3,110.98,3885
2865,2016-05-27,111.74,110.86,3886
2866,2016-05-30,112.99,111.17,3887
2867,2016-06-01,115.7,114.0,3889
2868,2016-06-02,115.07,112.74,3890
2869,2016-06-06,113.87,112.55,3892
2870,2016-06-08,114.0,112.99,3894
2871,2016-06-13,112.81,111.74,3895
2872,2016-06-14,112.11,111.3,3896
2873,2016-06-15,111.67,110.35,3897
2874,2016-06-16,112.74,110.67,3898
2875,2016-06-22,113.12,111.8,3902
2876,2016-06-23,113.2,111.85,3903
2877,2016-06-28,108.93,107.37,3906
2878,2016-06-29,110.64,108.79,3907
2879,2016-06-30,111.49,109.93,3908
2880,2016-07-01,113.63,110.64,3909
2881,2016-07-04,114.13,112.49,3910
2882,2016-07-05,113.56,112.14,3911
2883,2016-07-06,112.21,111.14,3912
2884,2016-07-07,111.35,110.0,3913
2885,2016-07-11,110.78,109.64,3915
2886,2016-07-12,111.42,110.0,3916
2887,2016-07-18,113.7,111.49,3920
2888,2016-07-19,112.49,111.42,3921
2889,2016-07-20,112.21,111.28,3922
2890,2016-07-21,112.99,111.78,3923
2891,2016-07-25,112.21,110.93,3925
2892,2016-07-28,113.06,111.42,3928
2893,2016-07-29,111.85,111.14,3929
2894,2016-08-02,112.85,111.64,3931
2895,2016-08-03,111.92,111.21,3932
2896,2016-08-04,111.71,110.28,3933
2897,2016-08-09,112.49,111.85,3936
2898,2016-08-10,112.85,111.99,3937
2899,2016-08-12,116.76,113.92,3939
2900,2016-08-16,121.18,118.69,3941
2901,2016-08-17,119.97,117.62,3942
2902,2016-08-19,117.48,116.41,3944
2903,2016-08-22,117.26,116.12,3945
2904,2016-08-24,117.9,116.34,3947
2905,2016-08-26,116.76,115.34,3949
2906,2016-08-29,116.55,114.49,3950
2907,2016-08-30,117.4,115.62,3951
2908,2016-09-01,117.9,116.62,3953
2909,2016-09-02,117.48,116.41,3954
2910,2016-09-05,118.04,116.91,3955
2911,2016-09-06,117.69,116.55,3956
2912,2016-09-07,117.48,116.41,3957
2913,2016-09-08,118.26,116.98,3958
2914,2016-09-09,118.61,117.48,3959
2915,2016-09-13,117.19,115.77,3961
2916,2016-09-14,117.33,116.62,3962
2917,2016-09-21,117.55,116.98,3965
2918,2016-09-23,118.12,117.33,3967
2919,2016-09-27,117.62,116.83,3969
2920,2016-09-28,117.69,117.19,3970
2921,2016-09-29,117.83,117.4,3971
2922,2016-10-10,117.69,117.33,3973
2923,2016-10-11,118.04,117.48,3974
2924,2016-10-12,117.76,117.33,3975
2925,2016-10-13,117.62,116.91,3976
2926,2016-10-14,117.26,116.62,3977
2927,2016-10-21,116.34,115.48,3982
2928,2016-10-25,118.04,116.48,3984
2929,2016-10-26,116.91,116.05,3985
2930,2016-10-31,116.12,113.99,3988
2931,2016-11-01,116.27,115.41,3989
2932,2016-11-02,116.05,115.2,3990
2933,2016-11-03,116.62,115.27,3991
2934,2016-11-07,117.69,116.62,3993
2935,2016-11-08,117.76,117.05,3994
2936,2016-11-09,117.69,116.48,3995
2937,2016-11-10,118.47,117.33,3996
2938,2016-11-11,118.4,117.12,3997
2939,2016-11-14,118.9,117.62,3998
2940,2016-11-15,118.26,117.48,3999
2941,2016-11-17,118.4,117.76,4001
2942,2016-11-22,119.11,118.4,4004
2943,2016-11-24,122.67,120.04,4006
2944,2016-11-25,121.75,119.68,4007
2945,2016-11-28,124.52,122.1,4008
2946,2016-11-30,123.53,121.75,4010
2947,2016-12-01,122.96,121.39,4011
2948,2016-12-02,122.32,119.61,4012
2949,2016-12-05,123.31,120.39,4013
2950,2016-12-06,124.03,122.46,4014
2951,2016-12-08,122.46,121.32,4016
2952,2016-12-09,124.31,121.89,4017
2953,2016-12-12,125.09,122.39,4018
2954,2016-12-13,124.17,122.17,4019
2955,2016-12-14,124.03,121.89,4020
2956,2016-12-15,121.96,118.9,4021
2957,2016-12-16,119.82,118.4,4022
2958,2016-12-19,118.9,117.55,4023
2959,2016-12-22,116.27,114.77,4026
2960,2016-12-26,115.48,113.99,4028
2961,2016-12-27,116.19,114.84,4029
2962,2016-12-28,115.27,114.13,4030
2963,2016-12-29,114.98,113.84,4031
2964,2016-12-30,115.55,114.2,4032
2965,2017-01-05,117.05,115.62,4035
2966,2017-01-11,115.62,114.84,4039
2967,2017-01-16,115.34,114.63,4042
2968,2017-01-18,117.83,116.55,4044
2969,2017-01-19,118.47,116.98,4045
2970,2017-01-20,118.61,117.48,4046
2971,2017-01-23,118.83,117.55,4047
2972,2017-01-24,118.9,118.04,4048
2973,2017-01-26,119.9,118.26,4050
2974,2017-02-06,119.97,118.61,4052
2975,2017-02-07,119.18,118.4,4053
2976,2017-02-08,118.83,117.76,4054
2977,2017-02-09,119.4,118.12,4055
2978,2017-02-10,119.9,118.9,4056
2979,2017-02-13,120.32,119.47,4057
2980,2017-02-14,120.18,119.18,4058
2981,2017-02-16,120.54,119.33,4060
2982,2017-02-17,119.75,118.12,4061
2983,2017-02-20,120.89,118.33,4062
2984,2017-02-21,121.6,119.68,4063
2985,2017-02-22,120.32,119.11,4064
2986,2017-02-24,119.26,118.47,4066
2987,2017-02-28,118.69,117.69,4068
2988,2017-03-02,118.33,116.69,4070
2989,2017-03-03,116.98,116.19,4071
2990,2017-03-07,117.69,116.55,4073
2991,2017-03-08,117.05,116.41,4074
2992,2017-03-09,116.76,115.48,4075
2993,2017-03-13,115.91,115.05,4077
2994,2017-03-14,116.41,115.62,4078
2995,2017-03-15,115.91,115.13,4079
2996,2017-03-16,116.41,115.7,4080
2997,2017-03-17,116.19,114.91,4081
2998,2017-03-20,115.7,114.84,4082
2999,2017-03-21,115.05,113.77,4083
3000,2017-03-23,113.35,111.78,4085
3001,2017-03-24,113.92,112.71,4086
3002,2017-03-28,114.84,113.7,4088
3003,2017-03-29,114.7,112.49,4089
3004,2017-03-30,113.2,111.92,4090
3005,2017-03-31,114.27,112.28,4091
3006,2017-04-06,115.34,114.13,4093
3007,2017-04-07,115.05,114.06,4094
3008,2017-04-10,114.77,113.49,4095
3009,2017-04-11,113.84,112.56,4096
3010,2017-04-12,113.63,112.14,4097
3011,2017-04-13,113.13,111.99,4098
3012,2017-04-14,112.35,109.79,4099
3013,2017-04-18,110.5,108.93,4101
3014,2017-04-19,108.72,107.58,4102
3015,2017-04-20,107.79,106.08,4103
3016,2017-04-21,107.29,105.73,4104
3017,2017-04-26,107.58,106.8,4107
3018,2017-05-02,108.58,107.72,4110
3019,2017-05-03,107.93,107.15,4111
3020,2017-05-04,107.29,106.08,4112
3021,2017-05-05,106.65,103.38,4113
3022,2017-05-09,105.66,103.31,4115
3023,2017-05-11,105.73,103.59,4117
3024,2017-05-12,108.43,104.87,4118
3025,2017-05-15,109.86,107.93,4119
3026,2017-05-16,108.86,107.37,4120
3027,2017-05-17,108.65,107.29,4121
3028,2017-05-18,107.79,106.44,4122
3029,2017-05-22,107.22,106.16,4124
3030,2017-05-24,110.85,108.29,4126
3031,2017-05-26,121.2,117.55,4128
3032,2017-06-02,122.33,119.42,4131
3033,2017-06-06,120.36,117.27,4133
3034,2017-06-07,121.77,119.8,4134
3035,2017-06-08,120.55,118.77,4135
3036,2017-06-09,123.73,119.7,4136
3037,2017-06-12,123.17,119.61,4137
3038,2017-06-13,119.8,117.73,4138
3039,2017-06-14,118.48,115.39,4139
3040,2017-06-21,116.24,114.55,4144
3041,2017-06-26,120.36,117.64,4147
3042,2017-06-27,119.33,117.45,4148
3043,2017-06-29,121.02,119.05,4150
3044,2017-06-30,119.33,118.02,4151
3045,2017-07-03,118.58,116.89,4152
3046,2017-07-04,117.92,116.33,4153
3047,2017-07-05,118.58,116.89,4154
3048,2017-07-07,119.23,117.64,4156
3049,2017-07-11,118.48,117.27,4158
3050,2017-07-12,122.42,119.42,4159
3051,2017-07-13,124.58,119.7,4160
3052,2017-07-20,131.42,126.83,4165
3053,2017-07-24,127.76,125.23,4167
3054,2017-07-25,128.89,125.7,4168
3055,2017-07-26,128.42,125.23,4169
3056,2017-07-27,126.27,124.48,4170
3057,2017-07-28,126.45,124.67,4171
3058,2017-08-01,126.73,124.86,4173
3059,2017-08-02,127.48,125.52,4174
3060,2017-08-03,125.8,122.23,4175
3061,2017-08-04,122.8,120.45,4176
3062,2017-08-08,121.2,120.27,4178
3063,2017-08-10,120.73,119.05,4180
3064,2017-08-14,118.39,116.8,4182
3065,2017-08-15,119.61,117.73,4183
3066,2017-08-21,117.64,116.8,4187
3067,2017-08-23,117.45,116.33,4189
3068,2017-08-24,118.67,116.7,4190
3069,2017-08-25,119.98,116.89,4191
3070,2017-08-28,121.48,119.52,4192
3071,2017-08-30,121.67,120.17,4194
3072,2017-08-31,120.36,118.58,4195
3073,2017-09-01,120.64,118.86,4196
3074,2017-09-04,120.36,118.58,4197
3075,2017-09-06,122.7,120.92,4199
3076,2017-09-07,122.05,120.17,4200
3077,2017-09-08,122.98,120.27,4201
3078,2017-09-11,123.27,121.39,4202
3079,2017-09-12,122.23,121.02,4203
3080,2017-09-13,121.95,120.55,4204
3081,2017-09-14,121.67,120.08,4205
3082,2017-09-15,120.55,119.52,4206
3083,2017-09-21,121.48,120.27,4210
3084,2017-09-25,121.11,119.14,4212
3085,2017-09-26,121.2,120.45,4213
3086,2017-09-28,120.73,119.61,4215
3087,2017-09-29,121.02,120.08,4216
3088,2017-10-09,124.58,121.86,4217
3089,2017-10-10,122.8,121.67,4218
3090,2017-10-11,122.89,122.14,4219
3091,2017-10-12,122.7,121.58,4220
3092,2017-10-17,122.42,121.11,4223
3093,2017-10-18,122.8,121.2,4224
3094,2017-10-20,123.36,121.95,4226
3095,2017-10-23,122.14,120.27,4227
3096,2017-10-25,121.3,120.17,4229
3097,2017-10-26,120.73,119.8,4230
3098,2017-10-27,121.3,120.17,4231
3099,2017-10-30,120.36,118.02,4232
3100,2017-11-01,118.67,117.45,4234
3101,2017-11-07,117.73,116.33,4238
3102,2017-11-09,118.86,117.45,4240
3103,2017-11-10,118.39,116.8,4241
3104,2017-11-13,120.45,118.39,4242
3105,2017-11-14,119.7,117.92,4243
3106,2017-11-15,118.39,117.64,4244
3107,2017-11-17,117.83,116.05,4246
3108,2017-11-20,120.55,118.2,4247
3109,2017-11-21,123.45,119.52,4248
3110,2017-11-22,125.98,121.86,4249
3111,2017-11-24,123.55,121.02,4251
3112,2017-11-29,122.23,120.08,4254
3113,2017-12-04,121.3,119.98,4257
3114,2017-12-07,124.39,121.02,4260
3115,2017-12-11,121.77,120.45,4262
3116,2017-12-12,121.58,119.42,4263
3117,2017-12-14,119.89,118.39,4265
3118,2017-12-18,119.14,118.2,4267
3119,2017-12-21,119.8,118.3,4270
3120,2017-12-22,119.23,118.2,4271
3121,2017-12-28,118.67,117.45,4275
3122,2017-12-29,118.3,117.27,4276
3123,2018-01-02,119.7,118.11,4277
3124,2018-01-03,119.98,118.67,4278
3125,2018-01-08,119.14,118.3,4281
3126,2018-01-09,119.42,118.67,4282
3127,2018-01-12,122.7,120.92,4285
3128,2018-01-15,122.61,120.45,4286
3129,2018-01-16,122.42,119.8,4287
3130,2018-01-18,125.8,122.33,4289
3131,2018-01-19,127.58,123.55,4290
3132,2018-01-22,123.27,119.14,4291
3133,2018-01-23,121.11,118.86,4292
3134,2018-01-26,131.23,125.23,4295
3135,2018-01-29,126.83,124.86,4296
3136,2018-01-30,126.45,122.7,4297
3137,2018-02-02,123.64,121.3,4300
3138,2018-02-06,126.92,123.73,4302
3139,2018-02-07,130.3,124.11,4303
3140,2018-02-08,125.61,121.39,4304
3141,2018-02-14,117.64,114.74,4308
3142,2018-02-22,118.86,117.45,4309
3143,2018-02-23,119.8,118.02,4310
3144,2018-02-27,120.36,118.2,4312
3145,2018-02-28,118.67,116.61,4313
3146,2018-03-01,117.17,116.05,4314
3147,2018-03-05,116.8,115.67,4316
3148,2018-03-06,117.27,116.05,4317
3149,2018-03-07,118.11,116.8,4318
3150,2018-03-09,117.27,116.24,4320
3151,2018-03-13,117.92,116.8,4322
3152,2018-03-14,116.7,116.05,4323
3153,2018-03-15,116.33,115.67,4324
3154,2018-03-16,116.24,115.3,4325
3155,2018-03-20,115.58,114.83,4327
3156,2018-03-21,116.24,115.11,4328
3157,2018-03-22,115.77,114.83,4329
3158,2018-03-23,113.05,109.11,4330
3159,2018-03-26,110.14,107.8,4331
3160,2018-03-27,110.33,108.36,4332
3161,2018-03-28,110.14,107.99,4333
3162,2018-03-30,109.58,107.33,4335
3163,2018-04-02,110.8,109.2,4336
3164,2018-04-03,109.39,108.17,4337
3165,2018-04-04,109.2,108.08,4338
3166,2018-04-09,108.64,107.7,4339
3167,2018-04-10,110.52,107.89,4340
3168,2018-04-12,112.67,110.24,4342
3169,2018-04-13,111.45,109.58,4343
3170,2018-04-17,109.67,108.17,4345
3171,2018-04-18,110.52,109.3,4346
3172,2018-04-19,111.45,110.24,4347
3173,2018-04-20,110.52,108.45,4348
3174,2018-04-23,110.14,108.08,4349
3175,2018-04-26,110.42,109.2,4352
3176,2018-04-27,109.39,108.27,4353
3177,2018-05-02,106.21,102.83,4354
