,candle_end_time,high,low,line_no
1848,2010-06-28,56.93,55.26,2484
1849,2010-06-29,56.35,53.39,2485
1850,2010-06-30,53.86,52.54,2486
1851,2010-07-01,53.63,52.38,2487
1852,2010-07-02,53.16,51.06,2488
1853,2010-07-05,53.43,51.33,2489
1854,2010-07-07,53.82,52.85,2491
1855,2010-07-09,56.31,53.35,2493
1856,2010-07-12,56.97,54.99,2494
1857,2010-07-13,55.84,54.64,2495
1858,2010-07-14,56.89,55.26,2496
1859,2010-07-15,56.81,54.68,2497
1860,2010-07-16,55.3,54.02,2498
1861,2010-07-19,56.85,54.33,2499
1862,2010-07-21,58.13,56.39,2501
1863,2010-07-22,57.71,56.31,2502
1864,2010-07-26,58.87,57.36,2504
1865,2010-07-27,57.55,56.58,2505
1866,2010-07-28,58.83,56.66,2506
1867,2010-07-29,59.14,57.98,2507
1868,2010-07-30,58.48,57.75,2508
1869,2010-08-02,59.46,57.78,2509
1870,2010-08-03,59.61,57.9,2510
1871,2010-08-04,58.02,56.5,2511
1872,2010-08-05,57.32,56.04,2512
1873,2010-08-06,57.28,55.57,2513
1874,2010-08-09,57.51,56.35,2514
1875,2010-08-10,57.09,54.52,2515
1876,2010-08-11,55.53,54.44,2516
1877,2010-08-12,54.87,53.7,2517
1878,2010-08-13,54.48,53.24,2518
1879,2010-08-16,55.88,53.82,2519
1880,2010-08-17,56.23,55.1,2520
1881,2010-08-18,56.7,55.38,2521
1882,2010-08-20,56.54,54.91,2523
1883,2010-08-23,56.66,55.18,2524
1884,2010-08-24,56.5,54.99,2525
1885,2010-08-25,55.69,54.33,2526
1886,2010-08-26,55.14,54.13,2527
1887,2010-08-27,54.91,53.94,2528
1888,2010-08-30,55.18,54.29,2529
1889,2010-09-01,54.91,53.59,2531
1890,2010-09-02,55.49,54.21,2532
1891,2010-09-03,54.68,53.74,2533
1892,2010-09-06,55.41,53.94,2534
1893,2010-09-07,55.72,54.6,2535
1894,2010-09-08,54.68,53.63,2536
1895,2010-09-09,54.02,52.27,2537
1896,2010-09-13,52.89,51.68,2539
1897,2010-09-14,53.12,52.11,2540
1898,2010-09-15,52.58,51.68,2541
1899,2010-09-17,51.02,50.13,2543
1900,2010-09-27,50.6,50.01,2545
1901,2010-09-28,50.21,48.85,2546
1902,2010-09-29,49.31,47.1,2547
1903,2010-09-30,50.48,47.88,2548
1904,2010-10-08,52.34,49.97,2549
1905,2010-10-12,54.6,53.24,2551
1906,2010-10-13,56.31,53.94,2552
1907,2010-10-15,59.42,55.72,2554
1908,2010-10-18,61.98,59.11,2555
1909,2010-10-19,59.84,58.29,2556
1910,2010-10-20,61.2,58.68,2557
1911,2010-10-21,59.42,56.54,2558
1912,2010-10-25,57.28,55.34,2560
1913,2010-10-27,58.21,55.96,2562
1914,2010-10-29,57.05,55.45,2564
1915,2010-11-05,58.21,56.66,2569
1916,2010-11-08,58.76,57.28,2570
1917,2010-11-09,58.29,55.96,2571
1918,2010-11-11,56.15,54.33,2573
1919,2010-11-12,54.95,51.92,2574
1920,2010-11-15,52.81,51.14,2575
1921,2010-11-16,52.11,50.4,2576
1922,2010-11-19,51.53,49.93,2579
1923,2010-11-22,50.63,49.74,2580
1924,2010-11-23,49.86,48.65,2581
1925,2010-11-24,50.21,49.12,2582
1926,2010-11-25,50.79,49.31,2583
1927,2010-11-26,51.29,50.17,2584
1928,2010-11-29,50.71,49.9,2585
1929,2010-12-01,49.82,48.69,2587
1930,2010-12-02,50.4,49.55,2588
1931,2010-12-03,50.09,49.47,2589
1932,2010-12-08,50.98,50.01,2592
1933,2010-12-09,49.97,49.27,2593
1934,2010-12-10,49.93,49.08,2594
1935,2010-12-13,50.63,49.47,2595
1936,2010-12-15,50.87,50.17,2597
1937,2010-12-16,50.28,49.47,2598
1938,2010-12-17,49.66,49.2,2599
1939,2010-12-20,49.55,47.84,2600
1940,2010-12-24,50.56,48.69,2604
1941,2010-12-27,50.44,48.5,2605
1942,2010-12-28,49.27,48.03,2606
1943,2010-12-29,48.61,47.8,2607
1944,2010-12-31,48.19,47.37,2609
1945,2011-01-04,49.27,47.8,2610
1946,2011-01-05,50.17,49.08,2611
1947,2011-01-07,50.09,48.89,2613
1948,2011-01-10,51.84,50.25,2614
1949,2011-01-11,52.15,50.52,2615
1950,2011-01-12,52.46,51.33,2616
1951,2011-01-13,52.66,51.8,2617
1952,2011-01-14,51.64,50.79,2618
1953,2011-01-18,49.66,48.23,2620
1954,2011-01-19,49.86,48.89,2621
1955,2011-01-20,49.78,48.46,2622
1956,2011-01-26,51.22,49.82,2626
1957,2011-02-01,49.62,48.61,2630
1958,2011-02-09,49.86,48.92,2631
1959,2011-02-11,49.66,48.85,2633
1960,2011-02-15,51.29,50.52,2635
1961,2011-02-16,50.6,50.05,2636
1962,2011-02-17,51.33,50.44,2637
1963,2011-02-18,51.22,50.17,2638
1964,2011-02-21,50.6,49.97,2639
1965,2011-02-22,50.48,48.96,2640
1966,2011-02-23,49.47,48.61,2641
1967,2011-02-24,49.0,48.5,2642
1968,2011-02-28,49.59,48.77,2644
1969,2011-03-01,50.56,49.47,2645
1970,2011-03-02,51.84,49.86,2646
1971,2011-03-04,53.59,51.8,2648
1972,2011-03-09,53.7,52.77,2651
1973,2011-03-10,52.73,51.33,2652
1974,2011-03-14,51.33,50.6,2654
1975,2011-03-17,50.4,49.51,2657
1976,2011-03-18,50.63,49.93,2658
1977,2011-03-22,51.72,49.97,2660
1978,2011-03-24,51.99,50.98,2662
1979,2011-03-25,52.73,51.33,2663
1980,2011-03-28,53.28,52.11,2664
1981,2011-03-29,53.82,52.31,2665
1982,2011-03-30,54.4,53.04,2666
1983,2011-03-31,54.02,52.5,2667
1984,2011-04-01,55.06,52.85,2668
1985,2011-04-06,56.74,54.99,2669
1986,2011-04-08,57.12,56.23,2671
1987,2011-04-11,57.9,56.31,2672
1988,2011-04-12,57.01,55.53,2673
1989,2011-04-13,58.48,55.69,2674
1990,2011-04-14,59.3,57.98,2675
1991,2011-04-15,58.87,57.51,2676
1992,2011-04-18,59.07,57.9,2677
1993,2011-04-19,58.29,56.58,2678
1994,2011-04-21,57.51,56.0,2680
1995,2011-04-22,56.93,55.88,2681
1996,2011-04-25,57.24,55.96,2682
1997,2011-04-27,58.25,56.35,2684
1998,2011-05-03,56.0,54.4,2686
1999,2011-05-04,55.84,53.39,2687
2000,2011-05-09,54.29,52.97,2690
2001,2011-05-10,54.36,53.28,2691
2002,2011-05-11,54.6,53.67,2692
2003,2011-05-12,54.17,53.0,2693
2004,2011-05-13,53.74,52.42,2694
2005,2011-05-17,54.4,53.16,2696
2006,2011-05-18,55.26,53.78,2697
2007,2011-05-20,55.76,54.79,2699
2008,2011-05-23,55.3,53.63,2700
2009,2011-05-24,54.17,53.59,2701
2010,2011-05-25,53.86,52.77,2702
2011,2011-05-26,53.43,52.69,2703
2012,2011-06-01,53.98,53.2,2707
2013,2011-06-07,51.79,50.79,2710
2014,2011-06-08,51.74,50.0,2711
2015,2011-06-13,50.11,49.19,2714
2016,2011-06-14,51.33,49.75,2715
2017,2011-06-15,50.62,49.54,2716
2018,2011-06-16,49.65,49.03,2717
2019,2011-06-17,49.54,48.83,2718
2020,2011-06-20,49.44,48.62,2719
2021,2011-06-23,50.06,49.24,2722
2022,2011-06-24,52.05,49.44,2723
2023,2011-06-27,52.2,51.13,2724
2024,2011-06-28,51.54,50.57,2725
2025,2011-06-30,50.98,49.8,2727
2026,2011-07-01,50.41,49.34,2728
2027,2011-07-04,51.74,50.0,2729
2028,2011-07-05,52.05,51.08,2730
2029,2011-07-06,51.18,50.11,2731
2030,2011-07-07,51.9,50.62,2732
2031,2011-07-11,52.41,50.92,2734
2032,2011-07-12,51.23,50.31,2735
2033,2011-07-13,51.54,50.46,2736
2034,2011-07-14,51.64,50.98,2737
2035,2011-07-15,51.85,51.08,2738
2036,2011-07-18,51.64,50.77,2739
2037,2011-07-19,50.92,50.21,2740
2038,2011-07-20,50.82,49.95,2741
2039,2011-07-22,50.0,49.29,2743
2040,2011-07-26,48.83,47.91,2745
2041,2011-07-27,48.16,47.81,2746
2042,2011-07-29,47.75,46.68,2748
2043,2011-08-01,48.37,47.4,2749
2044,2011-08-03,47.6,46.68,2751
2045,2011-08-04,48.06,47.4,2752
2046,2011-08-05,46.78,46.02,2753
2047,2011-08-08,46.48,44.07,2754
2048,2011-08-09,45.76,43.31,2755
2049,2011-08-12,46.78,45.91,2758
2050,2011-08-15,48.01,45.97,2759
2051,2011-08-17,48.62,47.45,2761
2052,2011-08-18,47.7,46.48,2762
2053,2011-08-19,46.43,45.71,2763
2054,2011-08-23,46.99,45.76,2765
2055,2011-08-24,47.75,46.43,2766
2056,2011-08-26,48.73,47.65,2768
2057,2011-08-29,47.5,46.68,2769
2058,2011-08-31,48.06,46.83,2771
2059,2011-09-01,48.21,47.45,2772
2060,2011-09-02,48.06,47.04,2773
2061,2011-09-06,47.14,46.17,2775
2062,2011-09-08,47.96,47.04,2777
2063,2011-09-09,48.11,47.14,2778
2064,2011-09-13,47.14,46.63,2779
2065,2011-09-16,46.37,45.71,2782
2066,2011-09-20,45.61,44.64,2784
2067,2011-09-22,47.14,44.99,2786
2068,2011-09-23,45.04,44.02,2787
2069,2011-09-28,43.87,42.95,2790
2070,2011-09-29,43.56,42.59,2791
2071,2011-09-30,44.18,43.15,2792
2072,2011-10-10,43.77,43.0,2793
2073,2011-10-11,44.89,43.36,2794
2074,2011-10-12,45.61,43.41,2795
2075,2011-10-13,45.71,44.79,2796
2076,2011-10-14,45.4,44.64,2797
2077,2011-10-17,46.27,45.1,2798
2078,2011-10-19,45.51,44.74,2800
2079,2011-10-20,45.3,44.18,2801
2080,2011-10-21,45.86,44.48,2802
2081,2011-10-24,47.09,45.35,2803
2082,2011-10-26,47.55,46.43,2805
2083,2011-10-27,47.81,47.09,2806
2084,2011-10-28,48.83,47.35,2807
2085,2011-10-31,47.81,46.83,2808
2086,2011-11-02,47.75,46.22,2810
2087,2011-11-04,48.01,47.19,2812
2088,2011-11-08,47.45,46.73,2814
2089,2011-11-09,47.5,46.94,2815
2090,2011-11-11,46.89,46.22,2817
2091,2011-11-15,47.4,46.68,2819
2092,2011-11-16,46.94,45.35,2820
2093,2011-11-17,45.86,45.2,2821
2094,2011-11-18,45.45,44.79,2822
2095,2011-11-22,45.04,44.33,2824
2096,2011-11-23,44.84,44.07,2825
2097,2011-11-25,44.58,43.97,2827
2098,2011-11-28,44.38,43.82,2828
2099,2011-11-29,44.69,44.07,2829
2100,2011-11-30,44.64,43.31,2830
2101,2011-12-01,45.76,44.64,2831
2102,2011-12-12,44.69,44.12,2838
2103,2011-12-13,44.58,43.77,2839
2104,2011-12-14,44.23,43.66,2840
2105,2011-12-15,44.07,43.36,2841
2106,2011-12-16,44.23,43.41,2842
2107,2011-12-19,44.18,42.8,2843
2108,2011-12-20,44.74,43.77,2844
2109,2011-12-21,44.58,43.46,2845
2110,2011-12-22,43.92,43.2,2846
2111,2011-12-23,44.02,43.41,2847
2112,2011-12-26,43.77,43.05,2848
2113,2011-12-27,43.61,42.95,2849
2114,2011-12-29,42.85,42.18,2851
2115,2011-12-30,43.51,42.85,2852
2116,2012-01-04,43.77,42.9,2853
2117,2012-01-06,45.1,44.07,2855
2118,2012-01-09,45.97,44.38,2856
2119,2012-01-11,46.53,45.91,2858
2120,2012-01-12,47.09,45.97,2859
2121,2012-01-13,46.94,45.86,2860
2122,2012-01-17,46.63,44.94,2862
2123,2012-01-19,47.19,46.12,2864
2124,2012-01-30,48.21,47.04,2866
2125,2012-01-31,47.45,46.83,2867
2126,2012-02-01,47.35,46.27,2868
2127,2012-02-02,48.16,46.43,2869
2128,2012-02-06,48.62,47.65,2871
2129,2012-02-07,47.86,46.94,2872
2130,2012-02-10,48.47,47.86,2875
2131,2012-02-13,47.91,46.94,2876
2132,2012-02-14,47.45,46.68,2877
2133,2012-02-16,47.5,46.73,2879
2134,2012-02-17,47.6,47.04,2880
2135,2012-02-20,48.11,47.29,2881
2136,2012-02-22,47.6,47.04,2883
2137,2012-02-23,48.06,47.45,2884
2138,2012-02-24,48.73,47.6,2885
2139,2012-02-27,49.19,48.32,2886
2140,2012-02-29,49.6,48.62,2888
2141,2012-03-01,49.03,48.52,2889
2142,2012-03-02,49.6,48.78,2890
2143,2012-03-05,49.85,48.98,2891
2144,2012-03-06,49.14,48.11,2892
2145,2012-03-07,48.27,47.7,2893
2146,2012-03-08,48.57,47.91,2894
2147,2012-03-09,48.62,48.16,2895
2148,2012-03-12,48.32,47.7,2896
2149,2012-03-14,49.14,47.81,2898
2150,2012-03-19,47.65,46.83,2901
2151,2012-03-20,47.35,46.63,2902
2152,2012-03-21,46.99,46.12,2903
2153,2012-03-22,47.09,46.17,2904
2154,2012-03-23,46.63,46.12,2905
2155,2012-03-27,46.89,46.43,2907
2156,2012-03-28,46.73,45.66,2908
2157,2012-03-30,45.86,45.25,2910
2158,2012-04-05,45.76,45.04,2911
2159,2012-04-06,45.81,45.2,2912
2160,2012-04-09,45.71,45.15,2913
2161,2012-04-10,45.66,44.89,2914
2162,2012-04-11,45.76,45.25,2915
2163,2012-04-12,46.73,45.35,2916
2164,2012-04-16,46.78,46.22,2918
2165,2012-04-18,46.48,45.61,2920
2166,2012-04-19,46.83,46.32,2921
2167,2012-04-20,47.65,46.48,2922
2168,2012-04-23,47.7,47.09,2923
2169,2012-04-25,48.83,47.7,2925
2170,2012-04-27,48.32,47.55,2927
2171,2012-05-03,49.03,48.16,2929
2172,2012-05-04,48.57,48.01,2930
2173,2012-05-07,48.47,47.75,2931
2174,2012-05-08,48.16,47.45,2932
2175,2012-05-09,47.6,46.94,2933
2176,2012-05-14,47.19,46.32,2936
2177,2012-05-15,46.27,45.91,2937
2178,2012-05-17,46.12,45.45,2939
2179,2012-05-21,45.56,45.1,2941
2180,2012-05-22,45.86,45.4,2942
2181,2012-05-23,45.81,45.25,2943
2182,2012-05-24,45.71,45.04,2944
2183,2012-05-28,45.3,44.84,2946
2184,2012-05-29,45.91,45.1,2947
2185,2012-05-30,45.66,44.94,2948
2186,2012-06-01,44.99,44.74,2950
2187,2012-06-04,44.53,43.87,2951
2188,2012-06-07,44.18,43.61,2954
2189,2012-06-11,42.85,42.49,2956
2190,2012-06-14,42.64,41.87,2958
2191,2012-06-18,43.61,43.05,2960
2192,2012-06-19,43.66,43.1,2961
2193,2012-06-20,44.02,43.36,2962
2194,2012-06-21,43.51,42.95,2963
2195,2012-06-25,43.36,42.64,2964
2196,2012-06-27,42.91,42.59,2966
2197,2012-06-28,42.8,42.48,2967
2198,2012-07-03,43.28,42.8,2970
2199,2012-07-04,43.38,42.85,2971
2200,2012-07-05,43.06,42.69,2972
2201,2012-07-06,42.27,41.79,2973
2202,2012-07-11,41.05,40.57,2976
2203,2012-07-12,40.94,40.2,2977
2204,2012-07-13,41.31,40.52,2978
2205,2012-07-17,41.0,40.41,2980
2206,2012-07-18,40.78,40.31,2981
2207,2012-07-19,41.0,40.36,2982
2208,2012-07-20,40.73,40.31,2983
2209,2012-07-23,40.15,39.35,2984
2210,2012-07-25,39.78,39.19,2986
2211,2012-07-26,39.51,39.09,2987
2212,2012-07-27,40.09,39.25,2988
2213,2012-07-30,40.57,39.72,2989
2214,2012-07-31,40.78,40.09,2990
2215,2012-08-01,40.89,40.25,2991
2216,2012-08-06,41.21,40.78,2994
2217,2012-08-07,41.0,40.57,2995
2218,2012-08-09,41.21,40.78,2997
2219,2012-08-10,41.63,41.26,2998
2220,2012-08-13,41.53,41.05,2999
2221,2012-08-15,41.37,40.04,3001
2222,2012-08-17,40.2,39.78,3003
2223,2012-08-22,39.94,39.56,3006
2224,2012-08-23,40.04,39.62,3007
2225,2012-08-24,39.94,39.51,3008
2226,2012-08-27,39.72,39.19,3009
2227,2012-08-30,40.41,39.88,3012
2228,2012-08-31,40.73,40.15,3013
2229,2012-09-03,40.47,39.94,3014
2230,2012-09-04,40.25,39.4,3015
2231,2012-09-06,39.19,38.61,3017
2232,2012-09-10,41.26,39.94,3019
2233,2012-09-13,39.78,39.35,3022
2234,2012-09-14,40.09,39.46,3023
2235,2012-09-17,39.88,39.25,3024
2236,2012-09-18,39.25,38.93,3025
2237,2012-09-19,39.14,38.87,3026
2238,2012-09-20,38.93,38.29,3027
2239,2012-09-21,38.5,38.08,3028
2240,2012-09-27,38.08,37.65,3032
2241,2012-09-28,39.19,38.4,3033
2242,2012-10-08,39.35,38.61,3034
2243,2012-10-10,39.67,39.25,3036
2244,2012-10-11,39.4,39.09,3037
2245,2012-10-12,39.78,39.3,3038
2246,2012-10-15,39.62,39.09,3039
2247,2012-10-16,39.88,39.19,3040
2248,2012-10-17,40.2,39.46,3041
2249,2012-10-23,40.73,40.04,3045
2250,2012-10-24,40.47,39.99,3046
2251,2012-10-25,40.41,39.78,3047
2252,2012-10-30,39.72,39.25,3050
2253,2012-10-31,39.94,39.4,3051
2254,2012-11-02,40.84,40.36,3053
2255,2012-11-05,41.26,40.62,3054
2256,2012-11-07,41.0,40.25,3056
2257,2012-11-08,40.62,39.94,3057
2258,2012-11-09,40.25,39.78,3058
2259,2012-11-12,40.52,39.94,3059
2260,2012-11-13,40.41,39.67,3060
2261,2012-11-14,39.94,39.62,3061
2262,2012-11-15,39.78,39.3,3062
2263,2012-11-16,39.3,38.93,3063
2264,2012-11-20,39.25,38.87,3065
2265,2012-11-22,39.67,39.25,3067
2266,2012-11-26,40.09,39.4,3069
2267,2012-11-28,39.78,39.35,3071
2268,2012-12-03,39.62,38.93,3074
2269,2012-12-04,39.56,38.87,3075
2270,2012-12-05,42.0,39.3,3076
2271,2012-12-06,42.27,41.53,3077
2272,2012-12-07,43.91,42.0,3078
2273,2012-12-10,44.66,43.81,3079
2274,2012-12-11,44.39,43.75,3080
2275,2012-12-12,45.03,43.97,3081
2276,2012-12-13,44.81,43.91,3082
2277,2012-12-14,47.68,44.12,3083
2278,2012-12-17,48.31,47.41,3084
2279,2012-12-19,49.27,47.63,3086
2280,2012-12-21,48.1,47.09,3088
2281,2012-12-24,49.11,47.41,3089
2282,2012-12-28,51.13,49.69,3093
2283,2012-12-31,52.82,51.07,3094
2284,2013-01-04,54.41,52.66,3095
2285,2013-01-07,54.84,53.09,3096
2286,2013-01-08,54.89,53.35,3097
2287,2013-01-09,53.99,52.93,3098
2288,2013-01-10,54.15,52.98,3099
2289,2013-01-14,53.67,51.71,3101
2290,2013-01-15,55.21,54.2,3102
2291,2013-01-16,54.73,52.93,3103
2292,2013-01-17,53.94,52.4,3104
2293,2013-01-18,54.36,52.88,3105
2294,2013-01-21,55.37,53.3,3106
2295,2013-01-23,57.07,55.0,3108
2296,2013-01-25,58.55,55.85,3110
2297,2013-01-28,59.45,56.48,3111
2298,2013-01-29,60.83,58.92,3112
2299,2013-01-30,60.25,58.82,3113
2300,2013-01-31,60.99,58.97,3114
2301,2013-02-01,63.48,59.98,3115
2302,2013-02-04,65.07,62.74,3116
2303,2013-02-05,63.64,61.79,3117
2304,2013-02-06,63.91,62.16,3118
2305,2013-02-07,63.75,59.24,3119
2306,2013-02-08,60.72,58.66,3120
2307,2013-02-18,60.99,59.35,3121
2308,2013-02-19,59.98,58.71,3122
2309,2013-02-20,58.97,56.11,3123
2310,2013-02-22,54.84,53.03,3125
2311,2013-02-27,57.07,54.68,3128
2312,2013-02-28,58.71,55.1,3129
2313,2013-03-01,59.98,57.28,3130
2314,2013-03-04,57.81,54.47,3131
2315,2013-03-05,59.51,54.94,3132
2316,2013-03-06,59.98,58.13,3133
2317,2013-03-08,57.7,55.74,3135
2318,2013-03-11,56.59,55.21,3136
2319,2013-03-12,56.48,53.99,3137
2320,2013-03-13,55.26,53.62,3138
2321,2013-03-14,56.0,54.47,3139
2322,2013-03-19,57.97,55.32,3142
2323,2013-03-20,59.4,56.48,3143
2324,2013-03-25,59.82,58.34,3146
2325,2013-03-26,58.29,56.48,3147
2326,2013-03-27,58.07,56.38,3148
2327,2013-04-08,52.98,51.34,3154
2328,2013-04-09,53.67,52.82,3155
2329,2013-04-10,53.25,52.61,3156
2330,2013-04-11,53.67,53.03,3157
2331,2013-04-12,53.35,52.5,3158
2332,2013-04-15,52.98,51.92,3159
2333,2013-04-16,52.13,50.91,3160
2334,2013-04-17,51.66,50.49,3161
2335,2013-04-18,51.23,49.96,3162
2336,2013-04-19,54.04,51.02,3163
2337,2013-04-23,54.57,53.57,3165
2338,2013-04-26,53.09,51.81,3168
2339,2013-05-02,52.29,51.23,3169
2340,2013-05-03,53.94,52.13,3170
2341,2013-05-08,54.15,53.09,3173
2342,2013-05-10,53.35,52.45,3175
2343,2013-05-16,53.88,52.66,3179
2344,2013-05-17,54.52,53.3,3180
2345,2013-05-22,55.9,54.52,3183
2346,2013-05-23,54.78,53.83,3184
2347,2013-05-24,54.52,53.57,3185
2348,2013-05-27,54.78,53.99,3186
2349,2013-05-28,56.0,54.36,3187
2350,2013-05-31,56.32,55.74,3190
2351,2013-06-03,56.03,54.91,3191
2352,2013-06-04,55.36,54.3,3192
2353,2013-06-05,54.69,53.74,3193
2354,2013-06-06,54.13,52.73,3194
2355,2013-06-07,53.57,52.17,3195
2356,2013-06-14,50.77,49.87,3197
2357,2013-06-17,50.94,50.15,3198
2358,2013-06-18,51.05,50.43,3199
2359,2013-06-19,50.66,49.37,3200
2360,2013-06-20,49.59,47.02,3201
2361,2013-06-21,47.41,46.01,3202
2362,2013-06-24,46.4,41.98,3203
2363,2013-06-25,43.88,40.19,3204
2364,2013-06-27,44.5,43.1,3206
2365,2013-07-01,46.46,45.17,3208
2366,2013-07-03,45.4,44.5,3210
2367,2013-07-05,46.35,45.23,3212
2368,2013-07-08,45.06,44.22,3213
2369,2013-07-09,44.56,44.11,3214
2370,2013-07-10,45.51,44.22,3215
2371,2013-07-12,49.93,47.19,3217
2372,2013-07-17,47.86,46.91,3220
2373,2013-07-18,47.3,45.68,3221
2374,2013-07-19,46.12,44.89,3222
2375,2013-07-22,44.72,43.77,3223
2376,2013-07-23,46.07,44.44,3224
2377,2013-07-24,45.28,44.22,3225
2378,2013-07-25,45.4,44.56,3226
2379,2013-07-26,44.84,44.44,3227
2380,2013-07-29,44.22,43.16,3228
2381,2013-07-30,44.56,43.32,3229
2382,2013-08-01,44.89,44.05,3231
2383,2013-08-02,45.45,44.61,3232
2384,2013-08-05,45.17,44.5,3233
2385,2013-08-06,45.23,44.67,3234
2386,2013-08-07,45.56,44.78,3235
2387,2013-08-08,45.17,44.5,3236
2388,2013-08-09,45.23,44.56,3237
2389,2013-08-12,46.57,44.84,3238
2390,2013-08-13,47.19,46.29,3239
2391,2013-08-14,47.75,46.46,3240
2392,2013-08-16,46.85,45.62,3242
2393,2013-08-19,47.58,46.07,3243
2394,2013-08-20,49.15,46.96,3244
2395,2013-08-21,48.03,46.85,3245
2396,2013-08-26,49.15,47.02,3248
2397,2013-08-27,50.66,48.7,3249
2398,2013-08-28,51.22,49.2,3250
2399,2013-08-29,51.55,49.59,3251
2400,2013-08-30,50.66,49.03,3252
2401,2013-09-02,52.0,50.1,3253
2402,2013-09-03,51.05,49.76,3254
2403,2013-09-05,51.72,50.71,3256
2404,2013-09-06,55.25,51.05,3257
2405,2013-09-09,58.94,56.98,3258
2406,2013-09-13,69.41,65.66,3262
2407,2013-09-16,67.28,62.86,3263
2408,2013-09-18,62.64,60.29,3265
2409,2013-09-24,62.69,60.45,3267
2410,2013-09-25,62.58,59.84,3268
2411,2013-09-26,60.23,56.37,3269
2412,2013-10-08,57.82,55.3,3272
2413,2013-10-09,58.55,56.37,3273
2414,2013-10-10,57.93,55.58,3274
2415,2013-10-14,59.61,57.37,3276
2416,2013-10-15,57.93,56.09,3277
2417,2013-10-16,56.48,54.97,3278
2418,2013-10-17,56.37,54.91,3279
2419,2013-10-21,56.31,54.86,3281
2420,2013-10-22,56.59,55.19,3282
2421,2013-10-23,57.93,55.47,3283
2422,2013-10-24,56.87,54.97,3284
2423,2013-10-25,57.43,55.92,3285
2424,2013-10-28,57.21,55.53,3286
2425,2013-10-31,59.84,57.71,3289
2426,2013-11-01,58.94,57.26,3290
2427,2013-11-04,59.0,57.43,3291
2428,2013-11-05,57.37,56.2,3292
2429,2013-11-06,57.09,55.98,3293
2430,2013-11-07,57.04,55.81,3294
2431,2013-11-08,56.53,55.58,3295
2432,2013-11-11,56.09,55.42,3296
2433,2013-11-12,57.04,55.98,3297
2434,2013-11-13,56.26,53.9,3298
2435,2013-11-14,54.18,52.56,3299
2436,2013-11-15,55.14,53.06,3300
2437,2013-11-19,56.59,55.7,3302
2438,2013-11-20,56.98,55.81,3303
2439,2013-11-21,56.42,54.74,3304
2440,2013-11-25,56.59,55.86,3306
2441,2013-11-27,56.14,54.63,3308
2442,2013-11-28,56.31,55.42,3309
2443,2013-11-29,56.65,55.75,3310
2444,2013-12-03,57.88,56.76,3312
2445,2013-12-05,59.17,57.54,3314
2446,2013-12-06,57.88,56.7,3315
2447,2013-12-10,57.15,56.42,3317
2448,2013-12-11,56.7,55.47,3318
2449,2013-12-12,55.75,55.25,3319
2450,2013-12-16,55.14,54.41,3321
2451,2013-12-17,54.69,54.07,3322
2452,2013-12-18,54.86,54.18,3323
2453,2013-12-19,54.74,53.74,3324
2454,2013-12-20,53.96,52.28,3325
2455,2013-12-23,53.06,52.11,3326
2456,2013-12-24,52.67,51.78,3327
2457,2013-12-25,52.34,51.22,3328
2458,2013-12-26,51.89,50.71,3329
2459,2014-01-02,53.34,52.0,3333
2460,2014-01-03,52.06,50.83,3334
2461,2014-01-06,52.28,51.11,3335
2462,2014-01-07,51.55,50.43,3336
2463,2014-01-08,52.17,50.99,3337
2464,2014-01-09,52.84,51.27,3338
2465,2014-01-10,52.9,51.72,3339
2466,2014-01-13,53.01,52.22,3340
2467,2014-01-14,52.78,51.78,3341
2468,2014-01-16,51.83,51.27,3343
2469,2014-01-17,51.33,50.77,3344
2470,2014-01-20,51.11,50.6,3345
2471,2014-01-21,51.83,50.88,3346
2472,2014-01-23,52.5,51.55,3348
2473,2014-01-24,52.17,51.16,3349
2474,2014-01-27,51.5,50.94,3350
2475,2014-01-28,52.0,51.05,3351
2476,2014-01-29,52.11,51.5,3352
2477,2014-01-30,52.06,51.22,3353
2478,2014-02-07,51.39,50.77,3354
2479,2014-02-10,52.06,51.27,3355
2480,2014-02-14,55.08,53.23,3359
2481,2014-02-17,54.07,53.06,3360
2482,2014-02-19,53.23,51.5,3362
2483,2014-02-20,54.46,52.39,3363
2484,2014-02-21,52.78,51.61,3364
2485,2014-02-24,51.55,50.21,3365
2486,2014-02-25,50.83,49.31,3366
2487,2014-02-26,49.76,49.09,3367
2488,2014-02-27,50.55,49.31,3368
2489,2014-03-03,49.93,49.26,3370
2490,2014-03-05,49.71,48.59,3372
2491,2014-03-06,49.59,48.25,3373
2492,2014-03-07,49.87,48.75,3374
2493,2014-03-10,48.75,47.13,3375
2494,2014-03-12,47.75,46.96,3377
2495,2014-03-14,51.11,48.81,3379
2496,2014-03-18,51.67,49.65,3380
2497,2014-03-19,50.77,49.03,3381
2498,2014-03-20,51.5,50.1,3382
2499,2014-03-21,55.36,50.21,3383
2500,2014-03-24,56.03,54.52,3384
2501,2014-03-25,55.19,54.18,3385
2502,2014-03-27,55.02,53.06,3387
2503,2014-03-28,55.53,53.74,3388
2504,2014-03-31,54.69,53.57,3389
2505,2014-04-01,55.08,53.9,3390
2506,2014-04-02,56.2,54.35,3391
2507,2014-04-03,55.98,53.96,3392
2508,2014-04-04,54.58,53.57,3393
2509,2014-04-11,58.27,56.76,3397
2510,2014-04-14,57.6,56.48,3398
2511,2014-04-15,56.42,54.97,3399
2512,2014-04-17,55.81,54.52,3401
